id,adhyaya,pada,sutra_number,sutra_text,adhikarana
522,4,2,19,ॐ निशि नेति चेन्न सम्बन्धात् ॐ,हृदयाग्रज्वलना(तदोकोऽ)धिकरणम्
523,4,2,20,ॐ यावद्देहभावित्वाद्दर्शयति च ॐ,हृदयाग्रज्वलना(तदोकोऽ)धिकरणम्
524,4,2,21,ॐ अतश्चायनेऽपि हि दक्षिणे ॐ,हृदयाग्रज्वलना(तदोकोऽ)धिकरणम्
525,4,2,22,ॐ योगिनः प्रति स्मर्येते स्मार्ते चैते ॐ,प्रतिस्मरणाधिकरणम् (योग्यधिकरणम्)
526,4,3,1,ॐ अर्चिरादिना तत्प्रथितेः ॐ,अर्चिराद्यधिकरणम्
527,4,3,2,ॐ वायुशब्दादविशेषविशेषाभ्याम् ॐ,वायुगत्यधिकरणम्
528,4,3,3,ॐ तटितोऽधिवरुणः सम्बन्धात् ॐ,तटिदधिकरणम्
529,4,3,4,ॐ आतिवाहिकस्तल्लिङ्गात् ॐ,अतिवाहिकाधिकरणम्
530,4,3,5,ॐ उभयव्यामोहत् तत्सिद्धेः ॐ,अतिवाहिकाधिकरणम्
531,4,3,6,ॐ वैद्युतेनैव ततस्तच्छ्रुतेः ॐ,वैद्युताधिकरणम्
532,4,3,7,ॐ कार्यं बादरिरस्यगत्युपपत्तेः ॐ,कार्याधिकरणम्
533,4,3,8,ॐ विशेषितत्वाच्च ॐ,कार्याधिकरणम्
534,4,3,9,ॐ सामीप्यात्तुतद्व्यपदेशः ॐ,कार्याधिकरणम्
535,4,3,10,ॐ कार्यात्यये तदध्यक्षेण सहातः परमभिधानात् ॐ,कार्याधिकरणम्
536,4,3,11,ॐ स्मृतेश्च ॐ,कार्याधिकरणम्
537,4,3,12,ॐ परं जैमिनिर्मुख्यत्वात् ॐ,कार्याधिकरणम्
538,4,3,13,ॐ दर्शनाच्च ॐ,कार्याधिकरणम्
539,4,3,14,ॐ न च कार्ये प्रतिपत्त्यभिसन्धिः ॐ,कार्याधिकरणम्
540,4,3,15,ॐ अप्रतीकालम्बनान् नयतीति बादरायण उभयथा च दोषात् तत्क्रतुश्च ॐ,कार्याधिकरणम्
541,4,3,16,ॐ विशेषं च दर्शयति ॐ,कार्याधिकरणम्
542,4,4,1,ॐ सम्पद्याविहाय स्वेन शब्दात् ॐ,सम्पद्याधिकरणम्
543,4,4,2,ॐ मुक्तः प्रतिज्ञानात् ॐ,मुक्ताधिकरणम्
544,4,4,3,ॐ आत्मा प्रकरणात् ॐ,आत्माधिकरणम्
545,4,4,4,ॐ अविभागेन दृष्टत्वात् ॐ,अविभागाधिकरणम्
546,4,4,5,ॐ ब्राह्मेण जैमिनिरुपन्यासादिभ्यः ॐ,चितिमात्राधिकरणम् (ब्रह्माधिकरणम्)
547,4,4,6,ॐ चितिमात्रेण तदात्मकत्वादित्यौडुलोमिः ॐ,चितिमात्राधिकरणम् (ब्रह्माधिकरणम्)
548,4,4,7,ॐ एवमप्युपन्यासात् पूर्वभावादविरोधं बादरायणः ॐ,चितिमात्राधिकरणम् (ब्रह्माधिकरणम्)
549,4,4,8,ॐ सङ्कल्पादेव च तच्च्रुतेः ॐ,सङ्कल्पाधिकरणम्
550,4,4,9,ॐ अत एव चानन्याधिपतिः ॐ,अनन्याधिपतित्वाधिकरणम्
551,4,4,10,ॐ अभावं बादरिराह ह्येवम् ॐ,उभयविधभोगाधिकरणम्
552,4,4,11,ॐ भावं जैमिनिर्विकल्पाम्नानात् ॐ,उभयविधभोगाधिकरणम्
553,4,4,12,ॐ द्वादशाहवदुभयविधं बादरायणोऽतः ॐ,उभयविधभोगाधिकरणम्
554,4,4,13,ॐ तन्वभावे सन्ध्यवदुपपत्तेः ॐ,उभयविधभोगाधिकरणम्
555,4,4,14,ॐ भावे जाग्रद्वत् ॐ,उभयविधभोगाधिकरणम्
556,4,4,15,ॐ प्रदीपवदावेशस्तथा हि दर्शयति ॐ,उभयविधभोगाधिकरणम्
557,4,4,16,ॐ स्वाप्यायसम्पत्त्योरन्यतरापेक्षमाविष्कृतं हि ॐ,उभयविधभोगाधिकरणम्
558,4,4,17,ॐ जगद्व्यापारवर्जम् ॐ,सर्वकामाधिकरणम् (जगद्व्यापाराधिकरणम्)
559,4,4,18,ॐ प्रकरणादसन्निहितत्वाच्च ॐ,सर्वकामाधिकरणम् (जगद्व्यापाराधिकरणम्)
560,4,4,19,ॐ प्रत्यक्षोपदेशादिति चेन्नाधिकारिकमण्डलस्थोक्तेः ॐ,सर्वकामाधिकरणम् (जगद्व्यापाराधिकरणम्)
561,4,4,20,ॐ विकारावर्ति च तथाहि दर्शयति ॐ,सर्वकामाधिकरणम् (जगद्व्यापाराधिकरणम्)
562,4,4,21,ॐ स्थितिमाह दर्शयतश्चैवं प्रत्यक्षानुमाने ॐ,स्थित्य(एकरूपा)धिकरणम्
563,4,4,22,ॐ भोगमात्रसाम्यलिङ्गाच्च ॐ,स्थित्य(एकरूपा)धिकरणम्
564,4,4,23,ॐ अनावृत्तिः शब्दादनावृत्तिः शब्दात् ॐ,अनावृत्यधिकरणम्
